practice_code,practice_name
J83629,SILTON SURGERY
J83630,HINDON SURGERY
J83633,VICTORIA CROSS SURGERY
J83645,PHOENIX SURGERY
J83646,PARK LANE PRACTICE
J84003,VENTNOR MEDICAL PRACTICE
J84004,EAST COWES MEDICAL CENTRE
J84005,ESPLANADE SURGERY
J84007,ST.HELENS MEDICAL CENTRE
J84008,ARGYLL HOUSE
J84011,NEWPORT HEALTH CENTRE
J84012,TOWER HOUSE SURGERY
J84013,THE BAY MEDICAL PRACTICE
J84015,COWES MEDICAL CENTRE
J84016,SOUTH WIGHT MEDICAL PRACTICE
J84017,SOLENT NHS TRUST T/A MEDINA HEALTHCARE
J84019,WIGHT PRIMARY PARTNERSHIPS LTD
K81001,THE WATERFIELD PRACTICE
K81002,EASTFIELD HOUSE SURGERY
K81003,SWALLOWFIELD MEDICAL PRACTICE
K81004,THE POTTERIES
K81007,LONDON STREET SURGERY
K81010,KINGS CORNER SURGERY
K81012,THE BOAT HOUSE SURGERY
K81014,BALMORE PARK SURGERY
K81015,WOODLANDS PARK SURGERY
K81017,FALKLAND SURGERY
K81018,LINDEN MEDICAL CENTRE
K81019,ROSS ROAD MEDICAL CENTRE
K81020,CLAREMONT HOLYPORT SURGERY
K81021,DATCHET HEALTH CENTRE
K81022,WOKINGHAM MEDICAL CENTRE
K81024,LANGLEY HEALTH CENTRE
K81025,FINCHAMPSTEAD PRACTICE
K81026,CHATHAM STREET SURGERY
K81027,MORTIMER SURGERY
K81028,MAGNOLIA HOUSE SURGERY
K81030,RINGMEAD MEDICAL GROUP
K81034,CROSBY HOUSE SURGERY
K81036,THE CEDARS SURGERY
K81040,MILMAN & KENNET SURGERY
K81041,EMMER GREEN SURGERY
K81042,COOKHAM MEDICAL CENTRE
K81043,HERSCHEL MEDICAL CENTRE
K81045,PARKSIDE PRACTICE
K81046,LEE HOUSE SURGERY
K81047,BROOKSIDE GROUP PRACTICE
K81048,LONG BARN LANE SURGERY
K81050,THE DOWNLAND PRACTICE
K81051,WOODLEY PRACTICE
K81052,LAMBOURN SURGERY
K81055,WARGRAVE PRACTICE
K81056,WESTWOOD ROAD SURGERY
K81057,HUNGERFORD SURGERY
K81060,BINFIELD SURGERY
K81062,WESTERN ELMS & CIRCUIT LANE SURGERIES
K81063,STRAWBERRY HILL MEDICAL CENTRE
K81066,THE SYMONS MEDICAL CENTRE
K81068,SHEET STREET SURGERY
K81069,LODDON VALE PRACTICE
K81070,TWYFORD SURGERY
K81073,THATCHAM HEALTH CENTRE
K81074,CLARENCE MEDICAL CENTRE
K81075,FARNHAM ROAD PRACTICE
K81076,GREEN MEADOWS SURGERY
K81077,THEALE MEDICAL CENTRE
K81078,GROVELANDS MEDICAL CENTRE
K81080,NEW WOKINGHAM ROAD SURGERY
K81081,ABBEY MEDICAL CENTRE
K81082,THE VILLAGE MEDICAL CENTRE
K81083,BHARANI MEDICAL CENTRE
K81084,ROSEMEAD SURGERY
K81085,SHREEJI MEDICAL CENTRE
K81086,MANOR PARK MEDICAL CENTRE
K81087,EASTHAMPSTEAD SURGERY
K81092,WOOSEHILL PRACTICE
K81094,GREAT HOLLANDS PRACTICE
K81097,REDWOOD HOUSE SURGERY
K81100,PEMBROKE SURGERY
K81102,BURDWOOD SURGERY
K81103,CHAPEL ROW SURGERY
K81605,UNIVERSITY MEDICAL GROUP
K81607,CORDWALLIS ROAD SURGERY
K81608,DR NABI
K81610,FOREST HEALTH GROUP-MOUNT LANE
K81616,KUMAR MEDICAL CENTRE
K81630,SOUTH MEADOW SURGERY
K81633,SOUTH READING & SHINFIELD GROUP MED PRAC
K81636,COLEY PARK SURGERY
K81644,TILEHURST VILLAGE SURGERY
K81645,240 WEXHAM ROAD
K81651,MELROSE SURGERY
K81655,ASCOT MEDICAL CENTRE
K81656,CROWN WOOD MEDICAL CENTRE
K81657,EVERGREEN PRACTICE
K82001,RECTORY MEADOW SURGERY
K82003,WOLVERTON HEALTH CENTRE
K82004,AMERSHAM HEALTH CENTRE
K82006,THE IVERS PRACTICE
K82007,THE SWAN PRACTICE
K82008,THE HALL PRACTICE
K82009,WATLING STREET PRACTICE
K82010,TOWER HOUSE SURGERY
K82011,MILLBARN MEDICAL CENTRE
K82012,HIGHFIELD SURGERY
K82013,THE RED HOUSE SURGERY
K82014,OAKFIELD SURGERY
K82015,PARKSIDE MEDICAL CENTRE
K82016,NEWPORT PAGNELL MED.CTR.
K82017,DESBOROUGH SURGERY
K82019,THE MANDEVILLE PRACTICE
K82020,CHILTERN HOUSE MED CENTRE
K82021,THE CROSS KEYS PRACTICE
K82022,KINGSWOOD SURGERY
K82023,MARLOW MEDICAL GROUP
K82024,THE NEW SURGERY CHESHAM
K82025,SOVEREIGN MEDICAL CENTRE
K82026,WHADDON HEALTHCARE
K82027,PURBECK HEALTH CENTRE
K82028,HADDENHAM MEDICAL CENTRE
K82030,WYE VALLEY SURGERY
K82031,THREEWAYS SURGERY
K82032,OAKRIDGE PARK MEDICAL CENTRE
K82033,BURNHAM HEALTH CENTRE
K82035,THE JOHN HAMPDEN SURGERY
K82036,RIVERSIDE SURGERY
K82037,WATER MEADOW SURGERY
K82038,POPLAR GROVE PRACTICE
K82039,BEDFORD STREET SURGERY
K82040,WHITEHILL SURGERY
K82044,CARRINGTON HOUSE SURGERY
K82045,SOUTHMEAD SURGERY
K82046,THE SIMPSON CENTRE
K82047,UNITY HEALTH
K82048,STOKENCHURCH MEDICAL CTRE
K82049,HUGHENDEN VALLEY SURGERY
K82051,THE MISBOURNE SURGERY
K82053,PRIORY SURGERY
K82054,ASHFIELD MEDICAL CENTRE
K82055,DENHAM MEDICAL CENTRE
K82057,COBBS GARDEN SURGERY
K82058,GLADSTONE ROAD SURGERY
K82059,WESTFIELD ROAD SURGERY
K82061,ASHCROFT SURGERY
K82064,FISHERMEAD MEDICAL CENTRE
K82065,CENTRAL MILTON KEYNES MEDICAL CENTRE
K82066,BOURNE END & WOOBURN GREEN MEDICAL CTR
K82068,WADDESDON SURGERY
K82070,3W HEALTH
K82073,WESTONGROVE PARTNERSHIP
K82078,THE ALLAN PRACTICE
K82079,EDLESBOROUGH SURGERY
K82603,CRESSEX HEALTH CENTRE
K82610,THE GROVE SURGERY
K82615,WALNUT TREE HEALTH CENTRE
K82617,THE STONEDEAN PRACTICE
K82618,PROSPECT HOUSE SURGERY
K82621,LITTLE CHALFONT SURGERY
K82631,MILTON KEYNES VILLAGE SURG
K82633,WESTCROFT HEALTH CENTRE
K83002,LAKESIDE HEALTHCARE
K83003,QUEENSVIEW MEDICAL CENTRE
K83005,QUEENSWAY MEDICAL CENTRE
K83006,HEADLANDS SURGERY
K83007,HARBOROUGH FIELD SURGERY
K83008,THE PINES SURGERY
K83009,MOULTON SURGERY
K83010,ELEANOR CROSS HEALTHCARE
K83011,THE REDWELL MEDICAL CENTRE
K83012,KING EDWARD ROAD SURGERY
K83013,ESKDAILL MEDICAL
K83014,LEICESTER TCE HEALTHCARE CTR
K83015,DANETRE MEDICAL PRACTICE
K83017,WANSFORD
K83018,SPRINGFIELD SURGERY
K83019,THE LONG BUCKBY PRACTICE
K83021,ROTHWELL MEDICAL CENTRE
K83022,TOWCESTER MEDICAL CENTRE
K83023,OUNDLE
K83024,RUSHDEN MEDICAL CENTRE
K83025,THE MOUNTS MEDICAL CENTRE
K83026,ALBANY HOUSE MEDICAL CENTRE
K83027,LANGHAM PLACE SURGERY
K83028,SPINNEY BROOK MEDICAL CENTRE
K83029,ABINGTON PARK SURGERY
K83030,THE COTTONS MEDICAL CENTRE
K83031,BYFIELD MEDICAL CENTRE
K83032,ABBEY HOUSE MEDICAL PRACTICE
K83035,KINGSTHORPE MEDICAL CTR.
K83036,LINDEN MEDICAL GROUP
K83037,DR SPENCER & PARTNERS
K83039,DRYLAND MEDICAL CENTRE
K83040,WOODVIEW MEDICAL CENTRE
K83041,ST LUKES PRIMARY CARE CENTRE
K83042,PARK AVE MED CNT & KINGS HEATH PRACTICE
K83043,ABINGTON MEDICAL CENTRE
K83044,PARKLANDS MEDICAL CENTRE
K83047,ABBEY MEDICAL PRACTICE
K83048,BROOK MEDICAL CENTRE
K83049,BRACKLEY MEDICAL CENTRE
K83050,THE CRESCENT MEDICAL CTR.
K83051,WEAVERS MEDICAL
K83052,THE PARKS MEDICAL PRACTICE
K83053,CRICK MEDICAL PRACTICE
K83055,WOOTTON MEDICAL CENTRE
K83056,COUNTY SURGERY
K83059,WOODSEND MEDICAL CENTRE
K83064,THE SAXON SPIRES PRACTICE
K83065,NENE VALLEY SURGERY
K83066,GREENS NORTON & WEEDON MEDICAL PRACTICE
K83068,DENTON VILLAGE SURGERY
K83069,MARSHALLS ROAD SURGERY
K83070,BUGBROOKE MEDICAL PRACTICE
K83076,MAYFIELD SURGERY
K83077,GREENVIEW SURGERY
K83080,HIGHAM FERRERS SURGERY
K83081,SUMMERLEE MEDICAL CENTRE
K83601,EARLS BARTON MEDICAL CENTRE
K83610,DANES CAMP MEDICAL CENTRE
K83614,ASPIRO HEALTHCARE STUDFALL MED CENTRE
K83616,THE MEADOWS SURGERY
K83618,DR ABBAS
K83620,THE BROOK HEALTH CENTRE
K83621,MAPLE ACCESS PARTNERSHIP LLP
K83622,GREAT OAKLEY MEDICAL CENTRE
K84001,THE HART SURGERY
K84002,DIDCOT HEALTH CENTRE PRACTICE
K84003,ISLIP SURGERY
K84004,DONNINGTON MEDICAL PARTNERSHIP
K84006,EYNSHAM MEDICAL GROUP
K84007,TEMPLE COWLEY HEALTH CENTRE
K84008,CHALGROVE & WATLINGTON SURGERIES
K84009,HEDENA HEALTH
K84010,BAMPTON SURGERY
K84011,SUMMERTOWN HEALTH CENTRE
K84012,ELM TREE SURGERY
K84013,ST BARTHOLOMEWS & HOLLOW WAY MED CENTRE
K84014,MORLAND HOUSE SURGERY
K84015,NETTLEBED SURGERY
K84016,BEAUMONT ELMS PRACTICE
K84017,WINDRUSH MEDICAL PRACTICE
K84019,NEWBURY STREET PRACTICE
K84020,SONNING COMMON HEALTH CTR
K84021,BANBURY ROAD MEDICAL CENTRE
K84023,BERINSFIELD HEALTH CENTRE
K84024,WINDRUSH SURGERY
K84026,OBSERVATORY MEDICAL PRACTICE
K84027,MALTHOUSE SURGERY
K84028,BANBURY CROSS HEALTH CENTRE
K84030,CHIPPING NORTON HEALTH CENTRE
K84031,THE LEYS HEALTH CENTRE
K84032,BARTLEMAS SURGERY
K84033,CHURCH STREET PRACTICE
K84034,CLIFTON HAMPDEN SURGERY
K84035,THE BELL SURGERY
K84036,MILL STREAM SURGERY
K84037,WALLINGFORD MEDICAL PRACTICE
K84038,MONTGOMERY HOUSE SURGERY
K84041,MARCHAM RD FAMILY HEALTH CENTRE
K84042,WOODSTOCK SURGERY
K84043,WOODLANDS MEDICAL CENTRE
K84044,MANOR SURGERY
K84045,GOSFORD HILL MEDICAL CENTRE
K84046,WYCHWOOD SURGERY
K84047,BURFORD SURGERY
K84050,THE RYCOTE PRACTICE
K84051,WHITE HORSE MEDICAL PRACTICE
K84052,BICESTER HEALTH CENTRE
K84054,THE ABINGDON SURGERY
K84055,DEDDINGTON HEALTH CENTRE
K84056,CROPREDY SURGERY
K84058,BLOXHAM SURGERY
K84059,HIGHTOWN SURGERY
K84060,ST. CLEMENT'S SURGERY
K84062,WOODLANDS SURGERY
K84063,COWLEY ROAD MEDICAL PRACTICE
K84065,SIBFORD SURGERY
K84066,LUTHER STREET MEDICAL PRACTICE
K84071,GORING & WOODCOTE MEDICAL PRACTICE
K84072,NUFFIELD HEALTH CENTRE
K84075,BROADSHIRES HEALTH CENTRE
K84078,JERICHO HEALTH CENTRE
K84079,LONG FURLONG MEDICAL CENTRE
K84080,NORTHGATE HEALTH CENTRE
K84082,THE KEY MEDICAL PRACTICE
K84605,KES@NORTHGATE
K84610,THE CHARLBURY MEDICAL CENTRE
K84613,ALCHESTER MEDICAL GROUP
K84618,COGGES SURGERY
K84624,OAK TREE HEALTH CENTRE
L81004,PORTISHEAD MEDICAL GROUP
L81007,BRIDGE VIEW MEDICAL
L81008,SHIREHAMPTON GROUP PRACTICE
L81009,STOCKWOOD MEDICAL CENTRE
L81010,HOPE HOUSE SURGERY
L81012,MONTPELIER HEALTH CENTRE
L81013,FISHPONDS FAMILY PRACTICE
L81014,FROME VALLEY MEDICAL CENTRE
L81015,CHARLOTTE KEEL MEDICAL PRACTICE
L81016,GRAHAM ROAD SURGERY
L81017,WESTBURY ON TRYM PRIMARY CARE CENTRE
L81018,SEVERN VIEW FAMILY PRACTICE
L81019,CONCORD MEDICAL CENTRE
L81020,WIDCOMBE SURGERY
L81021,WINSCOMBE SURGERY
L81022,HORFIELD HC
L81023,EAST TREES HEALTH CENTRE
L81024,COURTSIDE SURGERY
L81025,SOMER VALLEY MEDICAL GROUP
L81026,THE DOWNEND HEALTH GROUP
L81027,BATHEASTON MEDICAL CENTRE
L81029,THREE SHIRES MEDICAL PRACTICE
L81030,HARPTREE SURGERY
L81031,THE ARMADA FAMILY PRACTICE
L81033,NIGHTINGALE VALLEY PRACTICE
L81034,TYNTESFIELD MEDICAL GROUP
L81037,PIONEER MEDICAL GROUP
L81038,AIR BALLOON SURGERY
L81039,HEART OF BATH
L81040,CLEVEDON MEDICAL CENTRE
L81041,HILLVIEW FAMILY PRACTICE
L81042,KENNEDY WAY SURGERY
L81044,TUDOR LODGE SURGERY
L81045,ST AUGUSTINE'S MEDICAL PRACTICE
L81046,LEAP VALLEY MEDICAL CENTRE
L81047,WEST WALK SURGERY
L81050,CLOSE FARM SURGERY
L81051,168 MEDICAL GROUP
L81053,THE LENNARD SURGERY
L81054,GRANGE ROAD SURGERY
L81055,ORCHARD MEDICAL CENTRE
L81058,THE MILTON SURGERY
L81059,ELM HAYES SURGERY
L81061,THE WELLSPRING SURGERY
L81062,FIRECLAY HEALTH
L81063,KINGSWOOD HEALTH CENTRE
L81065,COMBE DOWN SURGERY
L81066,STAFFORD MEDICAL GROUP
L81068,THE PULTENEY PRACTICE
L81069,ST.MICHAEL'S SURGERY
L81070,NEWBRIDGE SURGERY
L81071,FAIRFIELD PARK HEALTH CENTRE
L81072,CHEW MEDICAL PRACTICE
L81073,WEST VIEW SURGERY
L81075,THE OLD SCHOOL SURGERY
L81078,GLOUCESTER ROAD MEDICAL CENTRE
L81079,HANHAM HEALTH
L81081,PEMBROKE ROAD SURGERY
L81082,BEDMINSTER FAMILY PRACTICE
L81083,HARTWOOD HEALTHCARE
L81084,PRIORY SURGERY
L81085,HEYWOOD FAMILY PRACTICE
L81086,MENDIP VALE MEDICAL PRACTICE
L81087,BEECHWOOD MEDICAL PRACTICE
L81089,LAWRENCE HILL HEALTH CENTRE
L81090,THE FAMILY PRACTICE
L81091,WHITELADIES MEDICAL GROUP
L81095,DOWNTON ROAD SURGERY
L81098,GREENWAY COMMUNITY PRACTICE
L81103,ST MARY STREET SURGERY
L81106,STREAMSIDE SURGERY
L81117,PILNING SURGERY
L81118,STOKES MEDICAL GROUP
L81120,BIRCHWOOD MEDICAL PRACTICE
L81122,ST. MARY'S SURGERY
L81123,HILLCREST SURGERY
L81125,WELLS ROAD SURGERY
L81127,ALMONDSBURY SURGERY
L81130,CADBURY HEATH HEALTHCARE
L81131,FALLODON WAY MEDICAL CENTRE
L81132,WESTFIELD SURGERY
L81133,STUDENT HEALTH SERVICE
L81600,HARBOURSIDE FAMILY PRACTICE
L81617,UNIVERSITY MEDICAL CENTRE
L81632,EMERSONS GREEN MEDICAL CENTRE
L81642,WELLINGTON ROAD SURGERY
L81643,THE CEDARS SURGERY
L81644,RUSH HILL SURGERY
L81649,BRADLEY STOKE SURGERY
L81669,MVMG - MONKS PARK
L81670,HORIZON HEALTH CENTRE
L82001,LANDER MEDICAL PRACTICE
L82003,PORT ISAAC SURGERY
L82004,WADEBRIDGE & CAMEL ESTUARY PRACTICE
L82006,PENRYN SURGERY
L82007,MEDICAL CENTRE CAMELFORD (DR NASH)
L82008,STRATTON MEDICAL CENTRE
L82010,BOSVENA HEALTH
L82011,BRANNEL SURGERY
L82012,TAMAR VALLEY HEALTH
L82013,PERRANPORTH SURGERY
L82015,CHACEWATER HEALTH CENTRE
L82016,OAK TREE SURGERY
L82017,ST MARY'S HEALTH CENTRE
L82018,HELSTON MEDICAL CENTRE
L82022,OLD BRIDGE SURGERY
L82023,PETROC GROUP PRACTICE
L82025,MEVAGISSEY SURGERY
L82026,MIDDLEWAY SURGERY
L82028,THREE SPIRES MEDICAL PRACTICE
L82029,NARROWCLIFF SURGERY
L82030,LAUNCESTON MEDICAL CENTRE
L82035,FOWEY RIVER PRACTICE
L82036,BODRIGGY HEALTH CENTRE
L82038,ATLANTIC MEDICAL GROUP
L82039,LOSTWITHIEL SURGERY
L82041,CARN TO COAST HEALTH CENTRES
L82042,LEATSIDE HEALTH CENTRE
L82043,QUAY LANE SURGERY
L82044,VEOR SURGERY
L82045,PROBUS SURGERY
L82046,SALTASH HEALTH CENTRE
L82047,MARAZION SURGERY
L82048,ROSELAND SURGERIES
L82049,FALMOUTH HEALTH CENTRE
L82050,ROSEDEAN SURGERY
L82051,CLAYS PRACTICE
L82052,TRESCOBEAS SURGERY
L82054,ST.AGNES SURGERY
L82056,THE MULLION & CONSTANTINE GROUP PRACTICE
L82057,ST KEVERNE HEALTH CENTRE
L82058,BOTTREAUX SURGERY
L82059,COBER VALLEY HEALTH
L82061,CARNON DOWNS SURGERY
L82066,PORT VIEW SURGERY
L82068,GODOLPHIN HEALTH
L82070,SUNNYSIDE SURGERY
L82620,HARRIS MEMORIAL SURGERY
L82622,WESTOVER SURGERY
L83002,HONITON SURGERY
L83003,QUEEN'S MEDICAL CENTRE
L83004,KINGSTEIGNTON MEDICAL PRACTICE
L83005,BARTON SURGERY
L83006,MAYFLOWER MEDICAL GROUP
L83007,SEATON & COLYTON MEDICAL PRACTICE
L83008,PATHFIELDS MEDICAL GROUP
L83010,ASHBURTON SURGERY
L83011,BUDLEIGH SALTERTON MEDICAL PRACTICE
L83012,BRADWORTHY SURGERY
L83013,BRUNEL MEDICAL PRACTICE
L83014,MAYFIELD MEDICAL CENTRE
L83015,OAKSIDE SURGERY
L83016,ST THOMAS MEDICAL GROUP
L83019,ELM SURGERY
L83020,AXMINSTER MEDICAL PRACTICE
L83021,DEAN CROSS SURGERY
L83023,MID DEVON MEDICAL PRACTICE
L83024,BARNFIELD HILL SURGERY
L83025,WALLINGBROOK HEALTH CENTRE
L83026,TORRINGTON HEALTH CENTRE
L83027,CROFT HALL MEDICAL PRACTICE
L83028,ST NEOTS SURGERY
L83029,SOUTHOVER MEDICAL PRACTICE
L83030,NORTH ROAD WEST MED.CTR.
L83031,KINGSKERSWELL & IPPLEPEN MED PRACTICE
L83034,ALBANY SURGERY
L83035,LITCHDON MEDICAL CENTRE
L83036,TOPSHAM SURGERY
L83038,TAVYSIDE HEALTH CENTRE
L83039,SOUTHWAY SURGERY
L83040,PINHOE SURGERY
L83041,WESTBANK PRACTICE
L83042,ST LEONARDS PRACTICE
L83043,LEATSIDE SURGERY
L83044,BLACKDOWN PRACTICE
L83045,BOVEY TRACEY & CHUDLEIGH PRACTICE
L83046,DEVON SQUARE SURGERY
L83048,ROBOROUGH SURGERY
L83049,MORETONHAMPSTEAD HEALTH CENTRE
L83050,NORTHAM SURGERY
L83051,CRICKETFIELD SURGERY
L83052,CASTLE PLACE PRACTICE
L83054,TOWNSEND HOUSE MEDICAL CENTRE
L83055,COMPASS HOUSE MEDICAL CENTRES
L83056,ROLLE MEDICAL PARTNERSHIP
L83057,FREMINGTON MEDICAL CENTRE
L83058,SOUTHERNHAY HOUSE SURGERY
L83059,NORTON BROOK MEDICAL CENTRE
L83064,CHURCH VIEW SURGERY
L83066,MOUNT PLEASANT HEALTH CENTRE
L83067,SID VALLEY PRACTICE
L83069,RUBY COUNTRY MEDICAL GROUP
L83070,BUCKFASTLEIGH MEDICAL CENTRE
L83071,STOKE SURGERY
L83072,FRIARY HOUSE SURGERY
L83073,BRANNAM MEDICAL CENTRE
L83075,SOUTH BRENT HEALTH CENTRE
L83076,WYCLIFFE SURGERY
L83077,HEAVITREE PRACTICE
L83079,IDE LANE SURGERY
L83081,YEALM MEDICAL CENTRE
L83082,CHAGFORD HEALTH CENTRE
L83083,BIDEFORD MEDICAL CENTRE
L83084,SOUTH LAWN MEDICAL PRACTICE
L83085,AMICUS HEALTH
L83086,MODBURY HEALTH CENTRE
L83087,OKEHAMPTON MEDICAL CENTRE
L83088,REDFERN HEALTH CENTRE
L83089,KNOWLE HOUSE SURGERY
L83092,COLLEGE SURGERY PARTNERSHIP
L83094,DARTMOUTH MEDICAL PRACTICE
L83095,COLERIDGE MEDICAL CENTRE
L83096,COMBE COASTAL PRACTICE
L83097,CAEN MEDICAL CENTRE
L83098,CHERITON BISHOP SURGERY
L83099,ISCA MEDICAL PRACTICE
L83100,BEACON MEDICAL GROUP
L83101,ABBEY SURGERY
L83102,YELVERTON SURGERY
L83103,CORNER PLACE SURGERY
L83105,CASTLE GARDENS SURGERY
L83106,WOODA SURGERY
L83111,CHILCOTE PRACTICE
L83112,WEST HOE SURGERY
L83113,BUDSHEAD MEDICAL PRACTICE
L83115,WHIPTON SURGERY
L83116,WOODBURY SURGERY
L83118,CHELSTON HALL SURGERY
L83120,CHANNEL VIEW MEDICAL GROUP
L83127,REDLANDS PRIMARY CARE
L83128,BRAMBLEHAIES SURGERY
L83129,HARTLAND SURGERY
L83131,PEMBROKE MEDICAL GROUP
L83134,WYNDHAM HOUSE SURGERY
L83136,HALDON HOUSE SURGERY
L83137,SOUTH MOLTON MEDICAL CENTRE
L83143,HILL BARTON SURGERY
L83146,CATHERINE HOUSE SURGERY
L83147,LISSON GROVE MEDICAL CTR.
L83148,CHILLINGTON HEALTH CENTRE
L83607,OLD FARM SURGERY
L83616,SAMPFORD PEVERELL SURGERY
L83624,DEVONPORT HEALTH CENTRE
L83628,IMPERIAL SURGERY
L83639,WEMBURY SURGERY
L83646,ST.LEVAN SURGERY
L83648,PEVERELL PARK SURGERY
L83651,ADELAIDE STREET SURGERY
L83655,WONFORD GREEN SURGERY
L83663,BLACK TORRINGTON SURGERY
L83666,BUCKLAND SURGERY
L83673,INCLUSION HEALTH DEVON CIC
L84003,UNDERWOOD SURGERY
L84004,WINCHCOMBE MEDICAL CENTRE
L84005,MINCHINHAMPTON SURGERY
L84006,STAUNTON & CORSE SURGERY
L84007,ROWCROFT MEDICAL CENTRE
L84008,ST.GEORGE'S SURGERY
L84009,HADWEN HEALTH
L84010,UPPER THAMES MEDICAL GROUP
L84011,LYDNEY PRACTICE
L84012,PHOENIX HEALTH GROUP
L84014,HUCCLECOTE SURGERY
L84015,SIXWAYS CLINIC
L84016,FRITHWOOD SURGERY
L84018,CIRENCESTER HEALTH GROUP
L84021,YORKLEY HEALTH CENTRE(WG)
L84022,YORKLEIGH SURGERY(CT)
L84023,CHURCH STREET PRACTICE
L84024,DRYBROOK SURGERY
L84025,HOYLAND HOUSE
L84026,ASPEN MEDICAL PRACTICE
L84027,CULVERHAY SURGERY
L84028,FOREST HEALTH CARE
L84029,DEAN MEDICAL PRACTICE
L84030,BERKELEY PLACE SURGERY
L84031,STOW SURGERY
L84033,WESTON HOUSE PRACTICE
L84034,"PARTNERS IN HEALTH, PAVILION FAMILY DRS"
L84036,CLEEVELANDS MEDICAL CENTRE
L84037,THE HOLTS HEALTH CENTRE
L84038,COTSWOLD MEDICAL PRACTICE
L84039,BEECHES GREEN SURGERY
L84040,THE LECKHAMPTON SURGERY
L84041,OVERTON PARK SURGERY
L84043,CHIPPING CAMPDEN SURGERY
L84045,MITCHELDEAN SURGERY
L84046,DOCKHAM SURGERY
L84047,CHURCHDOWN SURGERY
L84048,"THE STOKE ROAD SURGERY,"
L84049,THE ROYAL WELL SURGERY
L84050,ROSEBANK HEALTH
L84051,CHIPPING SURGERY
L84052,SEVERNSIDE MEDICAL PRACTICE
L84053,HILARY COTTAGE SURGERY
L84054,MYTHE MEDICAL PRACTICE
L84058,ST.CATHERINE'S SURGERY
L84059,ROYAL CRESCENT SURGERY
L84060,CAM & ULEY FAMILY PRACTICE
L84063,RENDCOMB SURGERY
L84065,PRICES MILL SURGERY
L84067,LONGLEVENS SURGERY
L84068,MANN COTTAGE SURGERY
L84069,COLEFORD MEDICAL PRACTICE
L84072,WHITE HOUSE SURGERY
L84075,MAY LANE SURGERY
L84077,FIVE VALLEYS MEDICAL PRACTICE
L84080,THE WILLOW TREE PRACTICE
L84081,KINGSHOLM SURGERY
L84084,BROCKWORTH SURGERY
L84085,SEVERNBANK SURGERY
L84606,THE ALNEY PRACTICE
L84613,STONEHOUSE HEALTH CLINIC
L84617,QUEDGELEY MEDICAL CENTRE
L85001,FRENCH WEIR HEALTH CENTRE
L85002,WELLS HEALTH CENTRE
L85003,EXMOOR MEDICAL CENTRE
L85004,"CREWKERNE HEALTH CENTRE, CREWKERNE"
L85006,CROWN MEDICAL CENTRE
L85007,"CHURCH STREET SURGERY, MARTOCK"
L85008,FROME MEDICAL CENTRE
L85009,WEST SOMERSET HEALTHCARE
L85010,HIGHBRIDGE MEDICAL CENTRE
L85011,CHEDDAR MEDICAL CENTRE
L85012,WELLINGTON MEDICAL CENTRE
L85013,QUANTOCK MEDICAL CENTRE
L85014,TAUNTON VALE HEALTHCARE
L85015,"PRESTON GROVE MEDICAL CENTRE, YEOVIL"
L85016,SYMPHONY NORTH HEALTHCARE
L85017,"PENN HILL SURGERY, YEOVIL"
L85018,CANNINGTON HEALTH CENTRE
L85019,MINEHEAD MEDICAL CENTRE
L85020,BECKINGTON FAMILY PRACTICE
L85021,COLLEGE WAY SURGERY
L85022,DIAMOND HEALTH GROUP
L85023,ST JAMES MEDICAL CENTRE
L85024,POLDEN MEDICAL PRACTICE
L85025,CRANLEIGH GARDENS MEDICAL CENTRE
L85026,"HAMDON MEDICAL CENTRE, STOKE-SUB-HAMDON"
L85027,WINCANTON HEALTH CENTRE
L85029,VINE SURGERY PARTNERSHIP
L85030,ARIEL HEALTHCARE
L85031,MILBORNE PORT SURGERY
L85032,BRUTON SURGERY
L85033,LANGPORT SURGERY
L85034,WELLS CITY PRACTICE
L85035,EAST QUAY MEDICAL CENTRE
L85036,QUANTOCK VALE SURGERY
L85037,NORTH CURRY
L85038,LISTER HOUSE PARTNERSHIP
L85039,GLASTONBURY SURGERY
L85040,"MILLBROOK SURGERY, CASTLE CARY"
L85042,TAUNTON ROAD MEDICAL CENTRE
L85043,PARK MEDICAL PRACTICE
L85044,QUEEN CAMEL MEDICAL CENTRE
L85046,MENDIP COUNTRY PRACTICE
L85047,GLASTONBURY HEALTH CENTRE
L85050,LUSON
L85051,REDGATE MEDICAL CENTRE
L85052,WARWICK HOUSE MEDICAL PRACTICE
L85053,GROVE HOUSE SURGERY
L85054,SUMMERVALE SURGERY
L85055,AXBRIDGE SURGERY
L85056,NORTH PETHERTON SURGERY
L85061,THE MEADOWS SURGERY
L85062,LYNGFORD PARK
L85064,OAKLANDS SURGERY
L85065,DUNSTER & PORLOCK SURGERIES
L85066,BUTTERCROSS HEALTH CENTRE
L85601,BRENT AREA MEDICAL CENTRE
L85607,SOMERSET BRIDGE MEDICAL CENTRE
L85609,CREECH
L85611,OAKHILL SURGERY
L85624,CHURCH VIEW MEDICAL CENTRE
M81001,ST STEPHEN'S MEDICAL PARTNERSHIP
M81002,ELGAR HOUSE
M81004,RIVERSIDE SURGERY
M81005,NORTHUMBERLAND HOUSE SURGERY
M81006,SEVERN VALLEY MEDICAL PRACTICE
M81007,BREDON HILL SURGERY
M81008,SPRING GARDENS GROUP MEDICAL PRACTICE
M81009,GOLDEN VALLEY PRACTICE
M81010,KIDDERMINSTER MEDICAL CENTRE
