practice_code,icb_code,year_month,practice_name,antibiotic_items,antibiotic_quantity,antibiotic_nic,total_all_items,abx_rate_per_1000,cost_per_item,cost_per_quantity
H82032,QNX,202511,RIVERBANK MEDICAL CENTRE,632,5943,4556.15,22235,28.4236563975714,7.209098101265822,0.7666414268887767
H82033,QNX,202511,GOSSOPS GREEN MEDICAL CTR,358,4499,932.0600000000002,11800,30.338983050847457,2.6035195530726263,0.20717048232940655
H82034,QNX,202511,LIME TREE SURGERY,1247,7673,6878.789999999995,53211,23.43500404051794,5.516271050521247,0.8964928971719008
H82035,QNX,202511,LINDFIELD MEDICAL CENTRE,244,5590,1336.6900000000005,13122,18.594726413656456,5.478237704918034,0.23912164579606449
H82036,QNX,202511,ORCHARD SURGERY,326,9789,2382.4,10865,30.00460193281178,7.3079754601227,0.24337521708039636
H82037,QNX,202511,SELSEY MEDICAL PRACTICE,815,5120,2777.5599999999995,25100,32.47011952191235,3.408049079754601,0.5424921875
H82038,QNX,202511,FLANSHAM PARK HEALTH CENTRE,700,6714,5555.58,20461,34.21142661648991,7.936542857142857,0.8274620196604111
H82039,QNX,202511,PARK SURGERY,509,5872,2793.47,19227,26.47318874499402,5.488153241650294,0.47572717983651225
H82040,QNX,202511,MODALITY MID SUSSEX,971,12051,5465.890000000002,38718,25.078774730099695,5.6291349124613825,0.45356318977678217
H82041,QNX,202511,VICTORIA ROAD SURGERY,564,9777,2556.710000000001,22933,24.593380717742992,4.53317375886525,0.26150250588114976
H82042,QNX,202511,CATHEDRAL MEDICAL GROUP,487,7620,2212.6399999999994,30788,15.817851110822398,4.543408624229978,0.29037270341207344
H82043,QNX,202511,GROVE HOUSE SURGERY,565,5502,2850.4799999999996,19730,28.636594019260013,5.045097345132743,0.5180806979280261
H82044,QNX,202511,DOLPHINS PRACTICE,384,5221,2052.6100000000006,12628,30.408615774469432,5.345338541666668,0.3931449913809616
H82045,QNX,202511,WORTHING MEDICAL GROUP,1038,9682,5314.519999999999,47430,21.884882985452247,5.119961464354526,0.5489072505680643
H82046,QNX,202511,BROADWATER MEDICAL CENTRE,472,7546,4078.040000000001,14144,33.3710407239819,8.63991525423729,0.5404240657301883
H82047,QNX,202511,BRIDGE MEDICAL CENTRE,491,4858,2620.2,19773,24.831841399888734,5.336456211812627,0.5393577603952243
H82048,QNX,202511,AVISFORD MEDICAL GROUP,562,9832,2582.6800000000003,26230,21.425848265345024,4.595516014234876,0.2626810414971522
H82049,QNX,202511,PARKLANDS SURGERY,360,5427,1703.2899999999995,15184,23.70916754478398,4.731361111111109,0.3138548000737055
H82050,QNX,202511,IFIELD MEDICAL PRACTICE,542,8855,2136.6800000000007,13989,38.744728000571875,3.942214022140223,0.2412964426877471
H82051,QNX,202511,LAVANT ROAD SURGERY,417,3456,2763.4700000000003,22240,18.75,6.6270263788968835,0.7996151620370371
H82052,QNX,202511,POUND HILL MEDICAL GROUP,668,11204,5232.610000000001,17458,38.26326039637988,7.833248502994013,0.467030524812567
H82053,QNX,202511,FURNACE GREEN SURGERY,195,5042,1704.9300000000003,11972,16.288005345806884,8.74323076923077,0.3381455771519239
H82055,QNX,202511,BILLINGSHURST SURGERY,458,7202,3264.17,21487,21.315213850235025,7.1270087336244545,0.453231046931408
H82056,QNX,202511,NEWTONS PRACTICE,681,8132,3015.82,18542,36.7274296192428,4.428516886930984,0.3708583374323659
H82057,QNX,202511,MID SUSSEX HEALTH CARE,516,6015,3579.369999999998,24948,20.683020683020683,6.936763565891469,0.5950739817123853
H82058,QNX,202511,MAYWOOD HEALTH CARE CENTRE,1228,8230,5811.1100000000015,29691,41.35933447846149,4.732174267100978,0.7060886998784935
H82059,QNX,202511,WILLOW GREEN SURGERY,606,7161,2903.5499999999997,25405,23.85357213147018,4.791336633663366,0.4054671135316296
H82060,QNX,202511,HENFIELD MEDICAL CENTRE,467,7487,4190.19,21918,21.30668856647505,8.972569593147751,0.5596620809402965
H82061,QNX,202511,SELDEN MEDICAL CENTRE,519,6104,2381.1999999999985,17709,29.307131966796547,4.588053949903658,0.39010484927916095
H82063,QNX,202511,MOATFIELD SURGERY,492,11924,2066.5299999999993,21864,22.502744237102085,4.200264227642275,0.17330845353908078
H82064,QNX,202511,SOUTHGATE MEDICAL GROUP,485,5958,4396.559999999999,18440,26.301518438177876,9.06507216494845,0.7379254783484388
H82065,QNX,202511,BALL TREE SURGERY,1080,9189,8639.240000000005,25252,42.76888959290353,7.999296296296301,0.9401719447165094
H82066,QNX,202511,FITZALAN MEDICAL GROUP,738,7531,4122.050000000002,31574,23.373661873693543,5.585433604336046,0.5473443101845707
H82067,QNX,202511,TANGMERE MEDICAL CENTRE,372,3163,1383.2999999999995,15262,24.374262875114667,3.7185483870967735,0.43733797028137833
H82070,QNX,202511,GLEBE SURGERY,514,6627,2530.919999999999,18374,27.97431152715794,4.923968871595329,0.3819103666817563
H82072,QNX,202511,SILVERDALE PRACTICE,738,7179,2390.82,13623,54.173089627835274,3.2395934959349595,0.3330296698704555
H82076,QNX,202511,CORNERWAYS SURGERY,132,2820,627.1799999999997,5354,24.654463952185285,4.751363636363634,0.22240425531914884
H82077,QNX,202511,THE CROFT SURGERY,558,4435,2910.4099999999994,24907,22.403340426386155,5.215788530465948,0.6562367531003381
H82078,QNX,202511,SOUTHBOURNE SURGERY,313,7571,1586.4199999999998,13351,23.443936783761515,5.068434504792331,0.209539030511161
H82084,QNX,202511,BROW MEDICAL CENTRE,247,4498,1146.56,11249,21.957507333985244,4.641943319838057,0.25490440195642505
H82087,QNX,202511,BARN SURGERY,182,1760,1161.59,6707,27.135828239153124,6.382362637362638,0.6599943181818183
H82088,QNX,202511,BEWBUSH MEDICAL CENTRE,344,5540,1069.4500000000005,10715,32.104526364909006,3.108866279069769,0.19304151624548743
H82089,QNX,202511,RIVERSIDE MEDICAL PRACTICE,274,5111,2024.8000000000009,10407,26.32843278562506,7.389781021897813,0.3961651340246528
H82091,QNX,202511,NEW POND ROW SURGERY,433,6924,2021.4499999999985,11726,36.926488146000345,4.668475750577364,0.2919482957827843
H82092,QNX,202511,VILLAGE SURGERY,314,5732,1593.7199999999998,10886,28.84438728642293,5.075541401273885,0.2780390788555478
H82095,QNX,202511,WITTERINGS MEDICAL CENTRE,382,6698,2045.2100000000012,19904,19.192122186495176,5.353952879581155,0.3053463720513588
H82096,QNX,202511,THE ORCHARD SURGERY,213,6287,1301.4500000000005,7002,30.419880034275923,6.110093896713616,0.2070065213933514
H82098,QNX,202511,COACHMANS MEDICAL PRACTICE,265,4863,1353.03,12916,20.517187983895944,5.10577358490566,0.27822948797038866
H82099,QNX,202511,WEST MEADS SURGERY,409,6836,2034.6700000000008,16478,24.820973419104263,4.97474327628362,0.2976404330017555
H82100,QNX,202511,NORTHLANDS WOOD SURGERY,205,4406,835.1499999999999,9991,20.51846661995796,4.07390243902439,0.18954834316840669
H82615,QNX,202511,OUSE VALLEY PRACTICE,402,6059,2951.640000000001,17318,23.212842129576163,7.342388059701494,0.4871496946690874
H82640,QNX,202511,HOLBROOK SURGERY,669,8085,4016.1799999999985,16150,41.424148606811144,6.003258594917785,0.49674458874458854
H83001,QWE,202511,PORTLAND MEDICAL CENTRE,227,7568,897.9199999999996,16099,14.100254674203368,3.955594713656386,0.11864693446088788
H83004,QWE,202511,FARLEY ROAD MEDICAL PRACTICE,308,6073,1789.63,15664,19.662921348314605,5.8104870129870125,0.29468631648279264
H83005,QWE,202511,UPPER NORWOOD GROUP PRACTICE,362,7753,1170.0399999999995,12484,28.99711630887536,3.232154696132596,0.15091448471559393
H83006,QWE,202511,NEW ADDINGTON GROUP PRACTICE,333,6256,1478.4,18140,18.35722160970232,4.43963963963964,0.2363171355498721
H83007,QWE,202511,VIOLET LANE MEDICAL PRACTICE,357,5440,2150.4700000000003,13989,25.520051469011367,6.023725490196079,0.3953069852941177
H83008,QWE,202511,NORTHWAY ROAD SURGERY,162,3809,387.5899999999999,5066,31.977891827872092,2.3925308641975302,0.10175636650039378
H83009,QWE,202511,NORBURY MEDICAL PRACTICE,388,6579,1546.179999999999,13811,28.093548620664688,3.984999999999997,0.23501747986016097
H83010,QWE,202511,SOUTH NORWOOD HILL MEDICAL CENTRE,290,4614,3860.93,7330,39.56343792633015,13.313551724137932,0.8367858690940616
H83011,QWE,202511,NORTH CROYDON MEDICAL CENTRE,177,3715,608.8199999999999,7994,22.14160620465349,3.4396610169491524,0.1638815612382234
H83012,QWE,202511,ST JAMES MEDICAL CENTRE,400,5834,1119.4,11439,34.96809161640004,2.7985,0.1918752142612273
H83013,QWE,202511,OLD COULSDON MEDICAL PRACTICE,438,7103,3318.29,19958,21.94608678224271,7.576004566210045,0.4671673940588484
H83014,QWE,202511,QUEENHILL MEDICAL PRACTICE,260,3875,975.39,9362,27.771843623157448,3.751500000000001,0.2517135483870968
H83015,QWE,202511,PARKSIDE GROUP PRACTICE,332,7378,1590.4,13640,24.34017595307918,4.790361445783133,0.2155597722960152
H83016,QWE,202511,KESTON MEDICAL PRACTICE,857,8088,2507.26,27539,31.119503249936457,2.9256242707117854,0.3099975272007913
H83017,QWE,202511,BRIGSTOCK MEDICAL PRACTICE,267,5322,1228.87,13335,20.02249718785152,4.602509363295881,0.23090379556557689
H83018,QWE,202511,SELSDON PARK MEDICAL PRACTICE,604,9267,2336.340000000001,23739,25.443363241922576,3.868112582781458,0.25211395273551324
H83019,QWE,202511,FRIENDS ROAD MEDICAL PRACTICE,221,4163,807.5699999999999,9935,22.24458983392048,3.654162895927602,0.19398750900792697
H83020,QWE,202511,EVERSLEY MEDICAL CENTRE,292,5822,1152.36,13750,21.23636363636364,3.946438356164384,0.1979319821367228
H83021,QWE,202511,LONDON ROAD MEDICAL PRACTICE,94,2132,467.04,8611,10.916269887353383,4.968510638297872,0.21906191369606
H83022,QWE,202511,THORNTON HEATH MEDICAL CENTRE,215,3951,751.0400000000003,8987,23.923444976076556,3.493209302325583,0.1900885851683119
H83023,QWE,202511,MORLAND ROAD SURGERY,272,2570,480.1100000000001,7953,34.20093046649063,1.7651102941176475,0.18681322957198448
H83024,QWE,202511,WOODCOTE MEDICAL,470,11811,2530.98,26221,17.924564280538497,5.385063829787234,0.21429006858013716
H83028,QWE,202511,ADDINGTON MEDICAL PRACTICE,825,6721,1907.4399999999991,15879,51.95541280937087,2.312048484848484,0.28380300550513304
H83029,QWE,202511,HARTLAND WAY SURGERY,282,2888,988.45,7629,36.9642154935116,3.5051418439716313,0.34226108033241
H83030,QWE,202511,BROOM ROAD MEDICAL PRACTICE,52,2682,397.11000000000007,4906,10.59926620464737,7.636730769230771,0.14806487695749443
H83031,QWE,202511,HALING PARK MEDICAL PRACTICE,175,3242,674.3,4676,37.4251497005988,3.8531428571428568,0.2079888957433683
H83033,QWE,202511,ASHBURTON PARK MEDICAL CENTRE,249,4522,513.6900000000002,6858,36.3079615048119,2.0630120481927716,0.1135979655019903
H83034,QWE,202511,WHITEHORSE PRACTICE,154,2500,488.7,11460,13.43804537521815,3.1733766233766234,0.19548
H83037,QWE,202511,AUCKLAND SURGERY,343,5528,1362.25,10745,31.921824104234524,3.971574344023323,0.24642727930535455
H83039,QWE,202511,STOVELL HOUSE SURGERY,263,4578,1056.61,10374,25.351841141314825,4.017528517110266,0.2308016601135867
H83042,QWE,202511,LEANDER FAMILY PRACTICE,423,5470,1253.2599999999995,12139,34.84636296235274,2.962789598108746,0.22911517367458856
H83043,QWE,202511,SHIRLEY MEDICAL CENTRE,482,6009,2017.7200000000007,14147,34.070827737329466,4.186141078838176,0.3357829921783992
H83044,QWE,202511,EAST CROYDON MEDICAL CENTRE,428,7637,1850.3599999999997,19394,22.068681035371764,4.323271028037382,0.24228885688097415
H83049,QWE,202511,HEADLEY DRIVE SURGERY,75,1914,298.53999999999996,4123,18.19063788503517,3.980533333333333,0.15597701149425286
H83051,QWE,202511,THORNTON ROAD & VALLEY PARK SURGERY,322,6212,827.0200000000003,12426,25.913407371640112,2.568385093167703,0.13313264649066328
H83052,QWE,202511,BRAMLEY AVENUE SURGERY,165,3255,802.1700000000001,7148,23.083379966424175,4.861636363636364,0.2464423963133641
H83053,QWE,202511,PARCHMORE MEDICAL CENTRE,278,4605,1055.0600000000002,16223,17.13616470443198,3.7951798561151087,0.22911183496199783
H83608,QWE,202511,YOUR FAMILY PRACTICE,107,4410,516.78,11379,9.403286756305477,4.829719626168224,0.11718367346938777
H83609,QWE,202511,MERSHAM MEDICAL CENTRE,63,1388,295.42,5260,11.977186311787072,4.68920634920635,0.21283861671469745
H83611,QWE,202511,SELHURST MEDICAL CENTRE,160,4220,1004.61,6956,23.001725129384702,6.278812499999999,0.2380592417061611
H83624,QWE,202511,FAIRVIEW MEDICAL CENTRE,122,2816,944.6300000000002,8032,15.189243027888446,7.742868852459019,0.33545099431818187
H83627,QWE,202511,BIRDHURST MEDICAL PRACTICE,316,7019,2289.38,9140,34.57330415754924,7.24487341772152,0.32616896993873773
H83631,QWE,202511,GREENSIDE GROUP PRACTICE,199,6622,1233.7800000000002,11234,17.714082250311556,6.199899497487438,0.1863153125943824
H84002,QWE,202511,PARK ROAD SURGERY,267,4926,1672.15,13728,19.4493006993007,6.262734082397004,0.33945391798619573
H84005,QWE,202511,PARKSHOT MEDICAL PRACTICE,297,4547,1641.76,12795,23.212192262602574,5.527811447811448,0.36106443809104904
H84006,QWE,202511,RICHMOND MEDICAL GROUP,513,8486,2572.6899999999982,17506,29.304238546783957,5.014990253411303,0.30316874852698544
H84007,QWE,202511,ACORN GROUP PRACTICE,181,2408,626.3499999999999,9406,19.24303635977036,3.46049723756906,0.2601121262458471
H84010,QWE,202511,CANBURY MEDICAL CENTRE,256,6858,1279.4200000000003,9898,25.863810870883004,4.997734375000001,0.18655876348789735
H84012,QWE,202511,YORK MEDICAL PRACTICE,310,3297,2616.6600000000003,12068,25.68776930725887,8.44083870967742,0.7936487716105551
H84014,QWE,202511,PARADISE ROAD SURGERY,72,1594,778.8299999999998,2627,27.407689379520367,10.817083333333333,0.4886010037641153
H84015,QWE,202511,BRUNSWICK SURGERY,417,5833,1434.44,9411,44.309850175326744,3.439904076738609,0.2459180524601406
H84016,QWE,202511,GROVES MEDICAL CENTRE,364,7415.5,2632.72,24159,15.066848793410324,7.232747252747252,0.3550293304564763
H84017,QWE,202511,SEYMOUR HOUSE SURGERY,403,4384,1341.22,17665,22.81347296914803,3.328089330024814,0.3059352189781022
H84018,QWE,202511,BROAD LANE SURGERY,162,2932,764.0199999999999,9200,17.608695652173914,4.716172839506172,0.2605798090040927
H84020,QWE,202511,FAIRHILL MEDICAL PRACTICE,544,5164,1596.8100000000002,13260,41.02564102564103,2.9353125,0.309219597211464
H84023,QWE,202511,ESSEX HOUSE SURGERY,286,4303,1000.81,9680,29.545454545454543,3.499335664335664,0.2325842435510109
H84025,QWE,202511,HOOK SURGERY,279,4073,1032.4799999999996,9484,29.417967102488404,3.700645161290321,0.2534937392585317
H84027,QWE,202511,CHURCHILL MEDICAL CENTRE,786,5961,2139.79,17749,44.28418502450842,2.722379134860051,0.358964938768663
H84030,QWE,202511,CENTRAL SURGERY,481,7670,3219.9099999999994,22612,21.27189103131081,6.694199584199583,0.41980573663624504
H84031,QWE,202511,JUBILEE SURGERY,121,2439,571.8300000000002,8466,14.292463973541224,4.725867768595043,0.23445264452644532
H84032,QWE,202511,HAMPTON WICK SURGERY,260,5495,1364.6300000000006,12753,20.387359836901123,5.248576923076925,0.24834030937215665
H84033,QWE,202511,ST ALBANS MEDICAL CENTRE,177,1920,782.94,8017,22.078084071348385,4.423389830508475,0.40778125
H84034,QWE,202511,ORCHARD PRACTICE,276,5409,924.8,10749,25.676807144850684,3.3507246376811595,0.17097430208911074
H84039,QWE,202511,CROSS DEEP SURGERY,394,5496,1569.5000000000002,14583,27.017760405952135,3.9835025380710665,0.2855713245997089
H84040,QWE,202511,HAMPTON MEDICAL CENTRE,659,5644,2921.119999999999,18884,34.89726752806609,4.432655538694991,0.5175620127569099
H84041,QWE,202511,VINEYARD SURGERY,139,2599,399.56999999999977,5146,27.01127089001166,2.874604316546761,0.15373989996152357
H84042,QWE,202511,HOLMWOOD CORNER SURGERY,229,4810,1459.97,16345,14.01040073416947,6.375414847161572,0.3035280665280665
H84044,QWE,202511,THE GREEN & FIR ROAD,192,3038,773.0199999999999,8267,23.22486996492077,4.026145833333333,0.25445029624753124
H84048,QWE,202511,TWICKENHAM PARK SURGERY,191,2771,950.8000000000004,7446,25.65135643298415,4.97801047120419,0.3431252255503429
H84050,QWE,202511,CHESSINGTON PARK SURGERY,412,7040,1151.4000000000003,7541,54.634663837687306,2.7946601941747584,0.16355113636363644
H84051,QWE,202511,ROSELAWN SURGERY,128,2471,459.8000000000002,9196,13.919095258808175,3.5921875000000014,0.18607851072440315
H84053,QWE,202511,BERRYLANDS SURGERY,228,2770,913.98,7325,31.126279863481223,4.008684210526316,0.32995667870036105
H84054,QWE,202511,RED LION ROAD SURGERY,90,2231,271.99000000000007,4606,19.539730785931393,3.0221111111111116,0.1219139399372479
H84055,QWE,202511,SHEEN LANE SURGERY,238,4125,1306.4100000000003,11641,20.444978953698136,5.4891176470588245,0.3167054545454546
H84057,QWE,202511,STAINES ROAD MEDICAL CENTRE,137,2411,1859.35,4386,31.23575011399909,13.57189781021898,0.7711945250933223
H84059,QWE,202511,THAMESIDE MEDICAL PRACTICE,102,2110,327.28999999999996,4949,20.610224287734894,3.2087254901960782,0.15511374407582937
H84060,QWE,202511,RICHMOND LOCK SURGERY,214,3484,866.2700000000002,8496,25.18832391713747,4.047990654205608,0.24864236509758905
H84061,QWE,202511,KINGSTON HEALTH CENTRE,666,6567,1887.079999999999,15525,42.89855072463769,2.833453453453452,0.28735800213187135
H84062,QWE,202511,LANGLEY MEDICAL PRACTICE,291,6118,1391.2800000000004,10700,27.19626168224299,4.781030927835053,0.22740764955867937
H84618,QWE,202511,SUNRAY SURGERY,238,2150,467.4500000000001,6431,37.00824133105271,1.964075630252101,0.2174186046511628
H84619,QWE,202511,CLAREMONT MEDICAL CENTRE,186,6095,713.23,7682,24.21244467586566,3.834569892473118,0.1170188679245283
H84623,QWE,202511,HAMPTON HILL MEDICAL CENTRE,233,2438,788.06,11094,21.002343609158103,3.382231759656652,0.32324036095159964
H84625,QWE,202511,WOODLAWN MEDICAL CENTRE,259,2667,1191.44,7356,35.209352909189775,4.600154440154441,0.4467341582302212
H84630,QWE,202511,CRANE PARK SURGERY,135,3097,735.5100000000002,3260,41.41104294478527,5.448222222222224,0.23749112043913473
H84635,QWE,202511,MANOR DRIVE MEDICAL CENTRE,708,9279,2697.6099999999988,17154,41.27317243791536,3.810183615819207,0.2907220605668713
H84639,QWE,202511,KEW MEDICAL PRACTICE,116,2120,760.01,2781,41.711614527148505,6.551810344827586,0.3584952830188679
H85001,QWE,202511,WANDSWORTH MEDICAL CENTRE,432,4735.5,1485.37,16440,26.277372262773724,3.4383564814814815,0.313666983423081
H85002,QWE,202511,FALCON ROAD MEDICAL CENTRE,182,6146,812.5699999999997,11212,16.232607920085623,4.464670329670328,0.13221119427269765
H85003,QWE,202511,QUEENSTOWN ROAD MEDICAL PRACTICE,201,4671,805.0900000000001,10827,18.56469936270435,4.00542288557214,0.17235923785056737
H85006,QWE,202511,MAYFIELD SURGERY,306,5192,1223.8100000000006,11646,26.27511591962906,3.9993790849673223,0.2357107087827428
H85007,QWE,202511,SOUTHFIELDS GROUP PRACTICE,481,7964,1365.9200000000003,14442,33.305636338457276,2.839750519750521,0.17151180311401312
H85008,QWE,202511,ROEHAMPTON SURGERY,407,6406,1759.7399999999996,16223,25.087838254330272,4.323685503685502,0.27470184202310327
H85009,QWE,202511,BEDFORD HILL FAMILY PRACTICE,408,3176,1305.0500000000004,19257,21.18710079451628,3.1986519607843147,0.4109099496221664
H85011,QWE,202511,GREYSWOOD PRACTICE,235,3038,692.9200000000004,16976,13.843072573044298,2.9485957446808526,0.22808426596445044
H85012,QWE,202511,PUTNEYMEAD GROUP MEDICAL PRACTICE,501,5997,2167.8299999999995,19029,26.32823585054391,4.327005988023951,0.3614857428714357
H85018,QWE,202511,MULGRAVE ROAD SURGERY,356,7605,1971.52,10502,33.898305084745765,5.537977528089888,0.2592399737015122
H85020,QWE,202511,NELSON MEDICAL PRACTICE,1068,11490,5183.919999999997,50880,20.99056603773585,4.853857677902619,0.4511679721496952
H85021,QWE,202511,CHESSER PRACTICE,170,3108,665.98,9962,17.064846416382252,3.917529411764706,0.21427927927927928
H85022,QWE,202511,PARK ROAD MEDICAL CENTRE,181,3625,657.96,7682,23.561572507159596,3.635138121546962,0.18150620689655173
H85023,QWE,202511,BISHOPSFORD ROAD MEDICAL CENTRE,135,5072,611.0700000000002,10081,13.39152861819264,4.526444444444445,0.12047910094637228
H85024,QWE,202511,MITCHAM & TOOTING HEALTH,269,3782,632.43,16216,16.58855451406019,2.3510408921933084,0.16722104706504493
H85025,QWE,202511,WRYTHE GREEN SURGERY,754,5474.5,2877.499999999999,21699,34.748145075809944,3.8163129973474783,0.5256187779705908
H85026,QWE,202511,FRANCIS GROVE SURGERY,210,5866,831.03,11424,18.38235294117647,3.9572857142857143,0.1416689396522332
H85027,QWE,202511,WIMBLEDON VILLAGE SURGERY,388,6570,3164.2000000000003,10234,37.91283955442643,8.155154639175258,0.481613394216134
H85028,QWE,202511,WIMBLEDON MEDICAL PRACTICE,363,4815,1102.5400000000004,10229,35.487339915925304,3.037300275482095,0.22898026998961588
H85029,QWE,202511,WIDE WAY MEDICAL CENTRE,331,8114,2121.21,20527,16.125103522190287,6.408489425981873,0.2614259304905102
H85030,QWE,202511,OLD COURT HOUSE SURGERY,423,7179,2018.3099999999995,23920,17.683946488294314,4.771418439716311,0.2811408274132887
H85031,QWE,202511,BENHILL & BELMONT GP CENTRE,425,7046,1791.1500000000003,17866,23.78820105227807,4.2144705882352955,0.2542080613113824
H85033,QWE,202511,TAMWORTH HOUSE MEDICAL CENTRE,273,3629,1175.36,13658,19.988285254063552,4.305347985347985,0.3238798567098374
H85037,QWE,202511,MORDEN HALL MEDICAL CENTRE,395,3029,901.21,15776,25.038032454361055,2.2815443037974683,0.29752723671178605
H85038,QWE,202511,CRICKET GREEN MEDICAL PRACTICE,289,6970,2067.7900000000004,20743,13.932410933808995,7.154982698961939,0.29667001434720236
H85041,QWE,202511,EARLSFIELD SURGERY,648,6003,2950.130000000001,17114,37.863737291106695,4.5526697530864215,0.4914426120273198
H85045,QWE,202511,BRIDGE LANE GROUP PRACTICE,429,6037,2031.1,18909,22.68760907504363,4.734498834498835,0.3364419413616035
H85047,QWE,202511,CHATFIELD HEALTH CARE,335,5476,1649.0299999999995,14641,22.88095075472987,4.922477611940297,0.3011376917457998
H85048,QWE,202511,BROCKLEBANK GROUP PRACTICE,773,8109,3496.349999999999,24865,31.087874522421075,4.523091849935316,0.43116907140214566
H85049,QWE,202511,BATTERSEA RISE GROUP PRACTICE,192,2881,1240.7600000000002,5301,36.21958121109225,6.462291666666668,0.43066990628254087
H85051,QWE,202511,LAMBTON ROAD MEDICAL PRACTICE,409,7572,2281.2799999999997,18349,22.29004305411739,5.577701711491442,0.30127839408346535
H85052,QWE,202511,STREATHAM PARK SURGERY,99,2236,352.25000000000006,9385,10.54874800213106,3.558080808080809,0.15753577817531308
H85053,QWE,202511,SUTTON MEDICAL CENTRE,272,3815,677.8500000000001,9089,29.926284519749142,2.492095588235294,0.17768020969855836
H85055,QWE,202511,WEST BARNES SURGERY,345,7092,1176.4199999999998,11191,30.828344205164864,3.4099130434782605,0.1658798646362098
H85057,QWE,202511,ELBOROUGH STREET SURGERY,257,4575,1178.7100000000005,4705,54.62274176408077,4.586420233463036,0.25764153005464485
H85061,QWE,202511,HEATHBRIDGE PRACTICE,378,6968,1743.7799999999995,17364,21.769177608845887,4.613174603174602,0.25025545350172207
H85063,QWE,202511,CHEAM GP CENTRE,474,7153,1370.1900000000005,23287,20.354704341478076,2.8906962025316467,0.1915545924786803
H85065,QWE,202511,ALTON PRACTICE,88,3375,370.85,5923,14.857335809555968,4.214204545454545,0.10988148148148148
H85066,QWE,202511,BALHAM PARK SURGERY,525,7196,3666.7800000000007,20180,26.01585728444004,6.984342857142859,0.5095580878265704
H85067,QWE,202511,DANEBURY AVENUE SURGERY,131,2076,388.31999999999994,5096,25.706436420722135,2.964274809160305,0.18705202312138725
H85069,QWE,202511,LAVENDER HILL GROUP PRACTICE,241,5862,1787.5500000000002,12777,18.862017688033184,7.417219917012449,0.3049385875127943
H85070,QWE,202511,CENTRAL MEDICAL CENTRE,488,4243,1621.9899999999998,14982,32.57242023761848,3.3237499999999995,0.3822743341975018
H85075,QWE,202511,HAIDER PRACTICE,106,2823,418.64,5678,18.668545262416345,3.949433962264151,0.1482961388593695
H85076,QWE,202511,STONECOT SURGERY,414,5234,1894.5199999999995,15889,26.055761847819245,4.576135265700482,0.3619640810087886
H85077,QWE,202511,BOLINGBROKE MEDICAL CENTRE,217,5481,964.21,7917,27.409372236958443,4.443364055299539,0.1759186279875935
H85078,QWE,202511,MITCHAM FAMILY PRACTICE,97,2255,249.35,5306,18.2811911044101,2.570618556701031,0.11057649667405764
H85082,QWE,202511,TRIANGLE SURGERY,85,1875,279.86999999999995,5118,16.608050019538883,3.292588235294117,0.14926399999999998
H85087,QWE,202511,OPEN DOOR SURGERY,261,3905,894.63,14638,17.830304686432573,3.427701149425287,0.22909859154929577
H85088,QWE,202511,CLAPHAM JUNCTION MEDICAL PRACTICE,35,1046,197.15999999999997,3573,9.795689896445564,5.633142857142857,0.1884894837476099
H85090,QWE,202511,FIGGES MARSH SURGERY,327,5545,1127.7400000000002,15412,21.217233324682063,3.4487461773700314,0.20337962128043283
H85092,QWE,202511,RIVERHOUSE MEDICAL PRACTICE,338,3981,1190.65,10569,31.98031980319803,3.522633136094674,0.2990831449384576
H85095,QWE,202511,ROBIN HOOD LANE HEALTH CENTRE,285,6935,1490.35,19352,14.72715998346424,5.229298245614035,0.21490266762797405
H85100,QWE,202511,ST PAULS COTTAGE SURGERY,209,4467,645.2500000000002,7266,28.76410679878888,3.087320574162681,0.1444481755092904
H85101,QWE,202511,GRAND DRIVE SURGERY,225,5619,1323.1199999999994,9964,22.58129265355279,5.8805333333333305,0.2354725040042711
H85103,QWE,202511,HACKBRIDGE MEDICAL CENTRE,213,3771,726.73,9318,22.858982614294913,3.4118779342723005,0.19271546009016177
H85105,QWE,202511,CHEAM FAMILY PRACTICE,617,8609,5008.410000000002,16441,37.52813089228149,8.117358184764994,0.5817644325705659
H85110,QWE,202511,RAVENSBURY PARK MEDICAL CENTRE,127,3343,554.1000000000001,8671,14.646522892399954,4.3629921259842535,0.1657493269518397
H85111,QWE,202511,BATTERSEA FIELDS PRACTICE,363,6870,2689.84,16420,22.107186358099877,7.410027548209367,0.3915342066957787
H85112,QWE,202511,VINEYARD HILL ROAD SURGERY,172,2715,921.21000000000015,3174,54.19029615626969,5.355872093023256,0.339303867403315
H85113,QWE,202511,MALDON ROAD SURGERY,140,2464,503.38999999999993,6515,21.488871834228704,3.5956428571428565,0.2042978896103896
H85114,QWE,202511,THURLEIGH ROAD PRACTICE,219,4439,1965.9099999999996,10161,21.55299675228816,8.976757990867577,0.4428722685289479
H85115,QWE,202511,SHOTFIELD MEDICAL PRACTICE,382,5703,4011.310000000001,23922,15.968564501295877,10.500811518324609,0.7033684025951256
H85116,QWE,202511,MANOR PRACTICE,371,5807,1557.46,19852,18.68829337094499,4.198005390835579,0.2682038918546582
H85618,QWE,202511,JAMES O'RIORDAN MEDICAL CENTRE,287,5429,1723.97,11853,24.21327933856408,6.006864111498258,0.31754835144593846
H85634,QWE,202511,MERTON MEDICAL PRACTICE,104,3783,367.57,7507,13.853736512588252,3.534326923076923,0.09716362675125562
